,full_score_avg_fw,partial_score_mean_avg_fw,partial_score_std_avg_fw,full_score_loss_fw,partial_score_mean_loss_fw,partial_score_std_loss_fw
Iris,0.9333333373069763,0.808,0.109,0.9333333373069763,0.825,0.114
