,0
Parkinson,0.8974358974358975
HTRU2,0.979050279329609
Wine,0.65
Accent,0.7272727272727273
Breast,0.9736842105263158
Spam,0.9736842105263158
Sonar,0.8571428571428571
Banknote,0.9963636363636363
Ecoli,0.8088235294117647
Wifi,0.98
Iris,0.9666666666666667
