,0
Spam,0.9649122807017544
Iris,0.9666666666666667
Banknote,0.9963636363636363
Accent,0.7272727272727273
Wine,0.6530612244897959
Wifi,0.98
Ecoli,0.8235294117647058
Sonar,0.7857142857142857
Breast,0.9649122807017544
HTRU2,0.9784916201117319
Parkinson,0.8461538461538461
