dataset,n_epochs,reg_type,weight_type,alpha,lr,verbose,full_score,partial_score
Parkinson,300,l1,None,1,0.001,False,0.9230769276618958,0.9079254134134813 +- 0.016687436142036965
Parkinson,300,l1,None,1,0.01,False,0.8974359035491943,0.9149184199896726 +- 0.016191658696265286
Parkinson,300,l1,None,1,0.01,False,0.8717948794364929,0.8636363717642698 +- 0.011942832348710651
Parkinson,300,l1,None,1,0.1,False,0.8461538553237915,0.8449883542277596 +- 0.009396570242133497
Parkinson,300,l1,None,1,0.1,False,0.8717948794364929,0.8822843893007799 +- 0.014788551030479446
Parkinson,300,l1,None,1,0.001,False,0.8974359035491943,0.8892773958769712 +- 0.017942661306222386
Parkinson,300,l1,None,1,0.001,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,1,0.01,False,0.9487179517745972,0.9254079298539595 +- 0.023075744397565937
Parkinson,300,l1,None,1,0.01,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,1,0.1,False,0.9230769276618958,0.90093240683729 +- 0.02818971072640049
Parkinson,300,l1,None,1,0.1,False,0.8461538553237915,0.8461538553237915 +- 0.007731059656571462
Parkinson,300,l1,None,2,0.001,False,0.9230769276618958,0.920745925469832 +- 0.010681993990240196
Parkinson,300,l1,None,2,0.001,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,2,0.01,False,0.9487179517745972,0.9452214484865015 +- 0.014034491679553993
Parkinson,300,l1,None,2,0.01,False,0.8717948794364929,0.8659673739563335 +- 0.013237547802589648
Parkinson,300,l1,None,2,0.1,False,0.8461538553237915,0.8508158597079191 +- 0.012552830970055174
Parkinson,300,l1,None,2,0.1,False,0.8205128312110901,0.8193473301150582 +- 0.021140275135299206
Parkinson,300,l1,None,2,0.001,False,0.8717948794364929,0.8717948794364929 +- 0.007731059656571462
Parkinson,300,l1,None,2,0.001,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,2,0.01,False,0.8974359035491943,0.9195804243738 +- 0.02226686717458935
Parkinson,300,l1,None,2,0.01,False,0.8974359035491943,0.9090909145095132 +- 0.020052039054321878
Parkinson,300,l1,None,2,0.1,False,0.8461538553237915,0.8461538553237915 +- 0.007731059656571462
Parkinson,300,l1,None,2,0.1,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,2,0.001,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,2,0.001,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,2,0.01,False,0.9230769276618958,0.9184149232777682 +- 0.016646685321399877
Parkinson,300,l1,None,2,0.01,False,0.9487179517745972,0.9254079298539595 +- 0.027777096917346547
Parkinson,300,l1,None,2,0.1,False,0.7948718070983887,0.7948718070983887 +- 0.013390588121527769
Parkinson,300,l1,None,2,0.1,False,0.8205128312110901,0.8275058377872814 +- 0.023426282102800993
Parkinson,300,l1,None,2,0.001,False,0.9230769276618958,0.8974359035491943 +- 0.023193178969714387
Parkinson,300,l1,None,2,0.001,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,2,0.01,False,0.8974359035491943,0.8974359035491943 +- 0.02045446122229251
Parkinson,300,l1,None,2,0.01,False,0.8974359035491943,0.8892773958769712 +- 0.014226753948911762
Parkinson,300,l1,None,2,0.1,False,0.8717948794364929,0.8706293783404611 +- 0.005340996995120098
Parkinson,300,l1,None,2,0.1,False,0.7692307829856873,0.7692307829856873 +- 0.0
Parkinson,300,l1,None,5,0.001,False,0.8717948794364929,0.8601398684761741 +- 0.02005203905432188
Parkinson,300,l1,None,5,0.001,False,0.8461538553237915,0.8473193564198234 +- 0.014416452377137812
Parkinson,300,l1,None,5,0.01,False,0.8461538553237915,0.8438228531317278 +- 0.010681993990240196
Parkinson,300,l1,None,5,0.01,False,0.7435897588729858,0.7552447698333047 +- 0.034337806490967335
Parkinson,300,l1,None,5,0.1,False,0.8461538553237915,0.8426573520356958 +- 0.011713141051400493
Parkinson,300,l1,None,5,0.1,False,0.7692307829856873,0.7692307829856873 +- 0.0
Parkinson,300,l1,None,5,0.001,False,0.8461538553237915,0.8403263498436321 +- 0.01323754780258965
Parkinson,300,l1,None,5,0.001,False,0.8205128312110901,0.8158508268269625 +- 0.012552830970055174
Parkinson,300,l1,None,5,0.01,False,0.8717948794364929,0.8659673739563335 +- 0.010745389169889529
Parkinson,300,l1,None,5,0.01,False,0.8717948794364929,0.8694638772444292 +- 0.007371276157766766
Parkinson,300,l1,None,5,0.1,False,0.7692307829856873,0.7692307829856873 +- 0.0
Parkinson,300,l1,None,5,0.1,False,0.8461538553237915,0.8356643454595045 +- 0.018391297083349734
